question,user,category,detail1,detail2,detail3,detail4
U+tv에서의 이용 요금은 얼마인가요?,개인,TV,상품안내,주요서비스,프로야구,
스마트홈 스피커로 이용할 수 있는 스마트홈 기기는 어떤 것이 있나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스마트홈,,
＇19세 이상' 메뉴를 누르면 '성인인증' 팝업 창이 뜹니다.,개인,모바일,부가서비스,영상,U+ 영화월정액,
기기를 택배로 받았습니다. 앱과 어떻게 연결하나요?,개인,U+스마트홈,U+스마트홈 서비스,U+스마트홈 Easy 앱,,
집에 있는 공기청정기와 측정값이 달라요.,개인,U+스마트홈,스마트홈 기기,에어센서,,
비밀번호는 무엇인가요?,개인,모바일,부가서비스,안심/안전,휴대폰 본인확인,
WEB에서 미리듣기가 되지 않아요.,개인,모바일,부가서비스,뮤직,벨소리,
U+ 보관함에 있는 사진을 내부 저장소 또는 SD카드로 이동/복사했는데 화질이 좋지 않은 것 같아요.,개인,모바일,부가서비스,생활편의,U+ 보관함,
온라인신청서를 작성했는데 취소하려면 어떻게 해야 하나요?,개인,U+Shop,모바일,취소/교환/반품,,
제휴카드로 통신요금 자동이체를 하고 싶어요.,개인,혜택,신청/변경불가,제휴카드,현대카드M Edition2(라이트할부2.0),
위치정보 자동 전송 주기 또는 시간을 변경하려면 어떻게 해야 하나요?,개인,모바일,부가서비스,안심/안전,U+가족지킴이,
"3시간/24시간 데이터 Free 가입 후, 정해진 시간 동안은 아무리 전용서비스를 많이 사용하여도 데이터 속도가 제어되지 않나요?",개인,모바일,부가서비스,데이터,데이터 안심옵션,
외국인도 중고폰 가격보장 프로그램_R클럽을 가입할 수 있나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_R클럽,,
외국인도 중고폰 가격보장 프로그램_R클럽을 가입할 수 있나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_R클럽,,
사고영상 저장기간은 얼마나 되나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,U+ LTE블랙박스,
가족 대표자가 모바일을 해지하여 결합을 탈퇴하더라도 나머지 가족 구성원은 계속 결합할인을 받을 수 있나요?,개인,결합 할인,유무선 결합,참 쉬운 케이블 가족 결합,,
"쿠쿠 정수기 구매, 설치, A/S 관련 사항은 어디로 문의해야 하나요?",개인,U+스마트홈,스마트홈 기기,정수기,,
"SKT, KT 고객인데 원내비 사용이 가능할까요?",개인,모바일,부가서비스,생활편의,원내비,
외국인 고객은 성명을 어떻게 입력해야 하나요?,개인,모바일,부가서비스,안심/안전,휴대폰 본인확인,
중고폰 가격 보장 프로그램은 언제든지 가입할 수 있나요?,개인,혜택,휴대폰 살때 할인,중고폰 가격보장 프로그램_iPhone8/X_18개월형,,
유료상품 결제는 어떤 방법으로 할 수 있나요?,개인,모바일,부가서비스,생활편의,U+ Box,
이용요금은 얼마인가요?,개인,모바일,부가서비스,생활편의,슈퍼스탁,
최대 몇 개까지 저장 할 수 있나요?,개인,모바일,부가서비스,통화/메시지,음성사서함,
회원가입을 해야 이용할 수 있나요?,개인,5G,5G 부가서비스,U+VR,,
군부대 공중전화기 장애 접수는 어떻게 하나요?,개인,전화,후불카드,,,
장난이나 실수로 경찰에 신고했을 경우 불이익이 있나요?,개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이,,
EBS 데이터 안심옵션 서비스는 무엇인가요?,개인,모바일,부가서비스,데이터,EBS 데이터 안심옵션,
영상통화도 변경된 번호로 연결해주나요?,개인,모바일,부가서비스,통화/메시지,번호변경안내(유료),
연속통화기능이 있습니까?,개인,전화,선불카드,,,
멀티탭 예약 설정 방법이 궁금해요.,개인,U+스마트홈,스마트홈 기기,멀티탭,,
미성년자도 가입이 가능한가요?,개인,모바일,부가서비스,생활편의,주식투자노트,
청소년 요금제도 인사말 통화연결음에 가입할 수 있나요?,개인,모바일,부가서비스,뮤직,인사말 통화연결음,
기기를 설치 못할 수도 있나요?,개인,U+스마트홈,스마트홈 기기,가스잠그미,,
“접속에 실패하였습니다. 처음부터 다시 접속하세요.” 라는 메시지가 PC에서 뜹니다.,개인,모바일,부가서비스,안심/안전,스마트공동인증(드림시큐리티),
"2개의 휴대폰을 가지고 있는 경우, 두 개의 폰으로 가입 가능한가요?",개인,모바일,부가서비스,안심/안전,전화번호안심로그인,
휴대폰을 일시 정지하는 경우에도 서비스를 이용할 수 있나요?,개인,모바일,부가서비스,생활편의,원키퍼,서비스 가입 및 해지
Apple Watch로 문자메시지를 보내려면 어떻게 해야 하나요?,개인,모바일,단말기(휴대폰),애플워치,,
휴대폰 결제 금액에 대한 한도 복원은 어떻게 되나요?,개인,혜택,제휴카드로 할인,휴대폰 구매 할인,NH올원 LG U+ 카드,
포인트 연계 할부서비스(폰세이브) 미이용 시에도 기본적립처에서 적립이 가능한기요?,개인,혜택,신청/변경불가,제휴카드,LG U+ 삼성카드2,
서비스에 가입하려는데 법정대리인의 동의가 필요하다는 메시지가 나타납니다.,개인,모바일,부가서비스,안심/안전,U+가족지킴이,
할부 판매 내역이 없어도 중고폰 가격보장 프로그램_R클럽 가입 가능한가요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_R클럽,,
"라이트 할부 이용 첫 달의 경우, 전월 실적이 없어 혜택을 못 받는 것 아닌가요?",개인,혜택,제휴카드로 할인,,,
해외에서도 U+ 데이터상품권을 이용할 수 있나요?,개인,모바일,부가서비스,데이터,U+ 데이터상품권,기본정보
알람은 어떻게 등록하나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,알람/일정/메모,,
보안설정을 하면 동작감지센서가 자동으로 감지를 시작하나요?,개인,U+스마트홈,U+스마트홈 서비스,우리집 지킴이,,
휴대폰과 워치 명의자가 달라도 원넘버 서비스를 이용할 수 있나요?,개인,모바일,부가서비스,통화/메시지,원넘버,
내 목소리 녹음은 어떻게 하는건가요?,개인,모바일,부가서비스,뮤직,소호링,
"iPhone이 꺼져있어도 Apple Watch에서 통화, 문자메시지, 메신저를 이용할 수 있나요?",개인,모바일,단말기(휴대폰),애플워치,,
중고폰 가격보장 프로그램_iPhoneXS/XR_24개월은 언제든지 가입할 수 있나요?,개인,혜택,휴대폰 살때 할인,중고폰 가격 보장 프로그램_iPhoneXS/XR_24개월,,
1대의 Apple Watch로 2대 이상의 iPhone에 연동할 수 있나요?,개인,모바일,단말기(휴대폰),애플워치,,
동작감지센서 알림 설정을 하고 싶어요.,개인,U+스마트홈,스마트홈 기기,동작감지센서,,
서비스를 이용하려면 별도 설정이 필요한가요?,개인,모바일,부가서비스,생활편의,번호안내 서비스,
서비스 해지 당일에 재가입이 가능하나요?,개인,모바일,부가서비스,통화/메시지,웹 발신 문자 알림,
현재 백업되지 않은 파일이 있다고 알림이 뜹니다.,개인,모바일,부가서비스,생활편의,U+ 보관함,
일시정지 시에도 중고폰 가격보장 프로그램_R클럽 금액이 청구되나요?,개인,혜택,신청/변경불가,중고폰 가격보장 프로그램_R클럽,,
제휴카드 신청은 어떻게 하나요?,개인,혜택,신청/변경불가,제휴카드,LG U+ 위비할인카드,
첫 단말기 할부금이 나오는 시점이 정확히 언제인가요?,개인,혜택,신청/변경불가,제휴카드,현대카드M Edition2(라이트할부형),
첫 단말기 할부금이 나오는 시점이 정확히 언제인가요?,개인,혜택,신청/변경불가,제휴카드,LG U+ 하이라이트 KB국민카드,
"생체 정보를 등록하였는데, 인증 시도 시에 비밀번호만 선택할 수 있습니다. 왜 그런지요?",개인,모바일,부가서비스,안심/안전,PASS,
다운로드 한 영상을 U+모바일tv 앱 외에서도 볼 수 있나요?,개인,모바일,부가서비스,영상,U+모바일tv,
요금제 기본 데이터를 다 썼는데 이용할 수 있나요?,개인,5G,5G 부가서비스,U+골프,,
단말기 결제 금액에 대한 한도 복원은 어떻게 되나요?,개인,혜택,제휴카드로 할인,휴대폰 구매 할인,LG U+ 롯데카드 Version2,
PC에서 인증을 하고 싶습니다. 어떻게 하나요?,개인,모바일,부가서비스,안심/안전,USIM 스마트인증(라온시큐어),
U+ 보관함에 저장된 사진/동영상을 편집할 수 있나요?,개인,모바일,부가서비스,생활편의,U+ 보관함,
앱이나 PC 버전은 어디에서 다운로드받을 수 있나요?,개인,5G,5G 부가서비스,GeForce NOW,,
지난 밤 수면 점수는 어디서 확인하나요?,개인,U+스마트홈,스마트홈 기기,수면센서,,
월 중간에 개통을 하면 통신료가 추가로 청구되나요?,개인,U+Shop,모바일,개통/배송,,
"A/S 시, 교환하는 스마트홈 스피커는 새 기기인가요?",개인,U+스마트홈 스피커,U+스마트홈 우리집AI,반품/AS,,
U+모바일 명의자와 인터넷 명의자가 달라도 결합할 수 있나요?,개인,결합 할인,유무선 결합,참 쉬운 케이블 가족 결합,,
"미로 가습기 with U+스마트홈을 사용하려면, 서비스 가입이나 이용 요금이 있나요?",개인,U+스마트홈,스마트홈 기기,가습기,,
U+가족지킴이 서비스는 어떤 기기에서 이용할 수 있나요?,개인,모바일,부가서비스,안심/안전,U+가족지킴이,
수업 교재도 준비해야 하나요?,개인,모바일,부가서비스,신규/변경불가 부가서비스,LTE 청소년에듀,
저장된 벨소리를 어떻게 지우나요?,개인,모바일,부가서비스,뮤직,벨소리,
저장된 벨소리를 어떻게 지우나요?,개인,모바일,부가서비스,뮤직,벨소리,
다운받고 싶은 곡이 있는데 뮤직벨링에는 없어요.,개인,모바일,부가서비스,뮤직,뮤직벨링 앱,
사용자 단말이 사용자 본인 것이라는 것을 어떻게 증명하나요?,개인,모바일,부가서비스,안심/안전,PASS,
소호링 서비스 가입했는데 홍보멘트가아닌 클래식 음악이 나오고 있는데 이게 뭔가요?,개인,모바일,부가서비스,뮤직,소호링,
국제전화 및 700 서비스로도 전환이 가능한가요?,개인,모바일,부가서비스,통화/메시지,통화중전환,
해당 카드로 스마트 할부 서비스를 이용하고 있는데요. U+ 모바일 서비스 중도 해지할 경우는 어떻게 되는 건가요?,개인,혜택,신청/변경불가,제휴카드,스마트굿세이브 KB국민카드,
서비스 해지는 어떻게 하나요?,개인,모바일,부가서비스,생활편의,PASS운세,
"유예기간을 제외한 전월 30만원을 사용하지 못한 경우, 자동이체 등록하지 않은 경우 어떠한 혜택도 없나요?",개인,혜택,신청/변경불가,제휴카드,LG U+라서 즐거운 우리카드,
듀얼넘버 부가서비스 가입자도 채팅+를 이용할 수 있나요?,개인,모바일,부가서비스,통화/메시지,채팅+,
가입신청서를 수정하려면 어떻게 해야 하나요?,개인,U+Shop,모바일,가입/신청서,,
듀얼넘버 부가서비스 가입자도 채팅+를 이용할 수 있나요?,개인,모바일,부가서비스,통화/메시지,채팅+,
가입신청서를 수정하려면 어떻게 해야 하나요?,개인,U+Shop,모바일,가입/신청서,,
한 집에서 가스잠그미 한 대만 사용 할 수 있나요?,개인,U+스마트홈,스마트홈 기기,가스잠그미,,
"휴대폰과 워치의 통신사가 다른데, 원넘버 서비스를 이용할 수 있나요?",개인,모바일,부가서비스,통화/메시지,원넘버,
스마트홈 스피커 전원이 들어오지 않을 때 어떻게 하나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 오류 및 해결방법,,
시도하지 않은 OTP 인증 PUSH 알림을 받았습니다. 어떻게 해야 하나요?,개인,모바일,부가서비스,안심/안전,MyOTP,
앱에서 스마트홈 스피커를 찾지 못하면 어떻게 해야 하나요?,개인,U+스마트홈 스피커,U+스마트홈 우리집AI,스피커 연결방법,,
전기료미터가 무엇인가요?,개인,U+스마트홈,스마트홈 기기,전기료미터,,
"24시간 데이터 free 일정액 가입 후, 이용 중간에 해지를 할 수 있나요?",개인,모바일,부가서비스,데이터,데이터 안심옵션,
특별적립인 통신료 적립 시 최대 이용금액한도인 6만원을 초과할 경우 초과 금액의 적립은 어떻게 되나요?,개인,혜택,신청/변경불가,제휴카드,스마트세이브 롯데카드,
(사운드바) 구글캐스트 사용은 어떻게 하나요?,개인,TV,상품안내,U+ tv Soundbar,,
U+모바일tv에서 청소년 관람불가 콘텐츠를 시청할 수 없어요.,개인,모바일,부가서비스,영상,U+모바일tv,
간편버튼은 어떤 제품인가요?,개인,U+스마트홈,스마트홈 기기,간편버튼,,
생생 체험학습은 반드시 TV와 휴대폰을 연결해야 이용할 수 있나요?,개인,TV,상품안내,주요서비스,아이들나라,
SIM로밍 서비스 이용 시 예약을 해야 하나요?,개인,해외로밍,SIM로밍,,,
