	2021년 3월 12일	별표 5개 만점에 1개를 받았습니다.	일시적인 오류(10)와이파이 끄라고해서 껏고 메일 보내라고 해서 보냈고 그럼 피드백 이 있어야하는거 아닌가요? 유관 부서로 메일 포워딩 하려고 보내라고 했습니까? 메일에도 말했듯이 이용료 내면서 이용하는 고객의 입장에서 내가 왜 이런 불편을 느껴야 하는지 이해가 전혀 가지 않네요 벌써 열흘도 훨씬 넘었네요 빠른 답변 바랍니다 ㅡ.ㅡ	0
1729	2019년 2월 12일	별표 5개 만점에 1개를 받았습니다.	ㅋㅋ얼탱이가없다. 영화 유료결제해서 보려는데 재생버튼만 누르면 앱 응답하지않음뜨고 다운된다. 소장하기 후 재생도 마찬가지다ㅋㅋㅋ먹튀당한건가ㅋㅋ환불이나해줘라	0
14902	2019년 2월 5일	별표 5개 만점에 5개를 받았습니다.	굿	1
1326	2019년 6월 15일	별표 5개 만점에 1개를 받았습니다.	14일에 오류수정한다고하지 않았나요 언제 수정되나요? 돈내고 산 이용권이 매달자동결제라 어차피 계속 쓸수있으니까 그건 손해가되지않는다고 생각하는건가요? 덕분에 다른 앱에서 비슷한이용권을 또 구매했잖아요 이용권 정기결제 취소를 할래도 뭐가 열려야 취소를 하던가하지	0
15931	2018년 9월 2일	별표 5개 만점에 2개를 받았습니다.	이틀째 데이터 접속장애라고 에러 뜨는데 저만 그런건지 그쪽 서버가 다운된건지?	0
12799	2019년 10월 11일	별표 5개 만점에 4개를 받았습니다.	좋아요	1
11551	2020년 11월 25일	별표 5개 만점에 1개를 받았습니다.	No comment	0
1829	2019년 3월 4일	별표 5개 만점에 5개를 받았습니다.	나루토 질풍전7기 보려는데갑자기 해당 페이지는 이용할수 없습니다. 라고 뜨는데........어떻게된겁니까.........몇일전에만해도 잘들어가 지던데...... 왜갑자기 저런문구가 뜨는거죠?	1
10308	2019년 12월 20일	별표 5개 만점에 5개를 받았습니다.	마 좋아요.ㅎㅎ	1
10036	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	유플러스 좋아요	1
9100	2019년 1월 31일	별표 5개 만점에 5개를 받았습니다.	괜찮네요~만족합니다	1
13257	2019년 6월 17일	별표 5개 만점에 5개를 받았습니다.	좋은서비스.	1
8562	2020년 5월 18일	별표 5개 만점에 5개를 받았습니다.	영화가많아서좋고 화질굿	1
2199	2019년 6월 18일	별표 5개 만점에 1개를 받았습니다.	정말로 너무하네요.무료로 다운 받아서 보고 있는데 유료로 바꾸었네요. 많이 보는것은 무료에서 유료로 바꾸는 상술이 대단합니다. 감사합니다.	0
14495	2019년 1월 29일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
12653	2019년 10월 12일	별표 5개 만점에 4개를 받았습니다.	조아요	1
12341	2019년 12월 20일	별표 5개 만점에 5개를 받았습니다.	◐◑♡	1
11412	2021년 3월 14일	별표 5개 만점에 5개를 받았습니다.	굿👍	1
5472	2019년 2월 2일	별표 5개 만점에 2개를 받았습니다.	업데이트 후에 모바일로 영화보는 것이 너무 불편해졌어요! ㅜㅜ	0
4437	2019년 3월 1일	별표 5개 만점에 1개를 받았습니다.	아무것도 되는게 없다 보기도 불편 영상도 끊김 업데이트는 왜?	0
5249	2019년 2월 16일	별표 5개 만점에 5개를 받았습니다.	변경된 화면 적응중이라 어렵지만 보기 좋네요	1
11395	2021년 3월 14일	별표 5개 만점에 2개를 받았습니다.	멈춤현상이 너무심해요.버퍼링이 엄청심함 참고로 나는 5g 쓰고있다.	0
13176	2019년 6월 18일	별표 5개 만점에 5개를 받았습니다.	비디오 포털님 글자 쓰느라 고생이 많네요. 저는 잘 써지는데요. 뭐가 문제죠?	1
14189	2019년 2월 1일	별표 5개 만점에 5개를 받았습니다.	굿	1
9056	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	업뎃이후 접속불가 ㅜㅜ	0
2361	2019년 2월 12일	별표 5개 만점에 1개를 받았습니다.	어지간하면좋다해주고싶은데바뀌고나서짜증밖에안납니다 갑자기재생이안되질않나 이어보기하면갑자기훨씬전에보던게나오기도하고 지금은드라마아에모든편이재생버튼이안눌림 이럴꺼면빨리원상복귀시키세요	0
1426	2019년 5월 19일	별표 5개 만점에 1개를 받았습니다.	진짜 최악이네요 별점한개도 아깝습니다 한두번도 아니고 보려고 다운로드만 하면 멋대로 멈추고 데이터는 다 잡아먹으면서 혼자 다운로드 꺼졌다가 다시이어받으려니 재생하려하니 뒤에 다시 받으라고만 나오고ㅡㅡ 다운이 안되면 바로보기라도 보게 해줘야할거 아니에요ㅡㅡ 중요한분에서 짤려서 보지도 못하고 진짜 화나네요 거기다가 버튼은 눌리지도 않고 인간적으로 너무 다운도 느리고 진짜 최악이에요	0
9297	2019년 6월 29일	별표 5개 만점에 3개를 받았습니다.	처음사용 이라서 아직은 모름	1
5321	2019년 3월 29일	별표 5개 만점에 5개를 받았습니다.	그런데 지울라 그러는데 지워지지가 않는다 ㆍ답변도 없다 ㆍ그래서 엘지는 안쓸라고 한다ㆍ너무 좋아서ᆢ지워도 새로이 깔린다 ㆍ슈퍼잔머리지능ᆢ	1
2944	2019년 7월 21일	별표 5개 만점에 1개를 받았습니다.	여긴 문의하기가 없네요? 있었으면 좋겠네요..신의퀴즈 다시보기 하고 싶은데 리부트 밖에 없네요..시즌별로 다보고 싶은데요.	0
1112	2019년 2월 5일	별표 5개 만점에 3개를 받았습니다.	영상 좌우드래그로 앞뒤로 이동하는 기능도 없어지고 뒤로가기 두번누르면 나가져야돼는데 나가지지도 않고 여러모로 이번 업댓으로 불편함만 한가득 그전엔 별불만 없이 사용했는데 이번업댓으로 많은기능들이 없어져서 엄청불편함을 느끼고있는데 그렇다고 고객센터에 물어보는 기능도 없어서 리뷰로 남겨야되는불편함 이모든게 앱사용하기엔 답답함을 많이 느끼게 되네요 하다못해 그전에 사용되던기능들 만이라도 사용할수있게 해주든가 그게 불만인 사람들이 있다면 선택사항을넣어주던가 아 노답이네	1
219	2020년 10월 28일	별표 5개 만점에 1개를 받았습니다.	분명 데이터는 LTE인데 왜 네트워크가 불안정하다고 나오죠? 영상 로딩하는것도 느리고 오류발생으로 다시시도하라는 창도 자꾸 뜨네요 요즘 5G때문에 LTE가 느려진건 알고 있는데 이건 너무 심한데요	0
13783	2019년 8월 26일	별표 5개 만점에 5개를 받았습니다.	모름	1
9278	2019년 10월 17일	별표 5개 만점에 1개를 받았습니다.	볼게적음별루인듯	0
319	2021년 3월 8일	별표 5개 만점에 5개를 받았습니다.	좋아유. 강추. 정규 방소미 안나오는게 흠...이지만.	1
6300	2019년 1월 28일	별표 5개 만점에 2개를 받았습니다.	자꾸 오류로인해 로그인이 안되요	0
13562	2019년 3월 30일	별표 5개 만점에 3개를 받았습니다.	안녕하세요	1
677	2019년 2월 16일	별표 5개 만점에 1개를 받았습니다.	앱리뷰 정말 처음쓰는데요!!! 이전 버전으로 돌려주세요 기존에 심심할때 잘 방문했는데 업데이트하고나서 너무 불편하고 아무것도 못하겠어요 이건 시간을 갖고 적응할 화면구성, 프로세스 등등이 절대 아닌것같아요. 무슨 컨셉으로 바꾸고싶은지는 알겠는데 사용성 먼저 고려해주세요ㅠ 롤백하고 다시 개선 고민하면 어때요ㅠㅠㅠ	0
7830	2020년 7월 15일	별표 5개 만점에 5개를 받았습니다.	사용자 입장에서 편하게 잘 만듦	1
5727	2019년 7월 19일	별표 5개 만점에 1개를 받았습니다.	5분마다 튕기는거 같은데 해결 언제 되나요?	0
9560	2019년 9월 12일	별표 5개 만점에 1개를 받았습니다.	왜 재생 안됨???	0
11789	2020년 10월 7일	별표 5개 만점에 5개를 받았습니다.	굿	1
8292	2019년 2월 12일	별표 5개 만점에 5개를 받았습니다.	다양한 업데이트 좋아요.	1
12856	2019년 12월 25일	별표 5개 만점에 5개를 받았습니다.	굿	1
518	2020년 11월 8일	별표 5개 만점에 1개를 받았습니다.	업데이트도 느리고 불편한게 너무 많아요	0
9215	2019년 12월 20일	별표 5개 만점에 5개를 받았습니다.	너무좋아요 너무편하고	1
684	2019년 1월 30일	별표 5개 만점에 1개를 받았습니다.	왜 바뀐건가요? 깔끔해지고 예뻐진건 알겠는데 무료였던 것들이 많이 사라졌네요 그리고 무엇보다 카테고리별로 잘 나눠져있었는데...왜 이렇게 바꾼거에요? 그냥 예뻐지기만하고.... 다른 통신사 무제한 월정액보면 이용할 수 있는 무료 컨텐츠들 많아서 부러웠는데... 심지어 거기서 줄어들기까지 했으니... 7년째 유플러스 이용중이지만 이런식이면 그냥 다음에 핸드폰 바꿀 때 다른 통신사로 바뀌는 게 나을듯해요	0
2852	2018년 10월 15일	별표 5개 만점에 5개를 받았습니다.	골프채널 스윙보기 상당히 도움되나 속도조절 안되는점이나 다시보기할때 느리거나끊기는점 아쉽네요 쭉 무료서비스해주세요^^	1
5089	2019년 2월 2일	별표 5개 만점에 1개를 받았습니다.	업데이트되면서 에러가많아요~다운로드하면 프로그램에 안맞는 제목이뜨구요ㅠㅠ예전비디오포털이 더좋아요ㅜㅜ	0
12356	2019년 12월 20일	별표 5개 만점에 5개를 받았습니다.	좋습니다.	1
9989	2019년 12월 15일	별표 5개 만점에 1개를 받았습니다.	아니 뭐 쓸데가 없는데	0
7225	2019년 1월 30일	별표 5개 만점에 5개를 받았습니다.	너무 좋아요~ 유용한 어플입니다^^	1
5475	2020년 4월 30일	별표 5개 만점에 1개를 받았습니다.	즐겁게 이용중인데 설치및업데이트가 안되네여	0
4307	2019년 1월 31일	별표 5개 만점에 1개를 받았습니다.	화면 플레이가 안되요! 겨우 업그레이드 했더니만 진짜 열받네~	0
7897	2019년 2월 19일	별표 5개 만점에 3개를 받았습니다.	전에는 간편했는데 뭔가 복잡해진 느낌	1
5324	2019년 7월 9일	별표 5개 만점에 1개를 받았습니다.	점점 볼만한 채널이 사라진다..	0
12950	2020년 4월 21일	별표 5개 만점에 4개를 받았습니다.	제밋어요	1
1429	2019년 2월 2일	별표 5개 만점에 3개를 받았습니다.	제가 아이디랑 비번을 잃어버려서 찾으려고 하는데 아이디는 찾았는데 비번찾으려니까 일치하는 회원정보가 없다고 떠요 본인인증까지는 다 성공했는데 아이디도 찾았는데 비번만 못찾았어요 이런경우 처음이라 어떻게 할수가 없네요 빨리 해결됐으면 좋겠어요	1
10024	2019년 2월 1일	별표 5개 만점에 4개를 받았습니다.	편해서좋아요	1
840	2019년 6월 10일	별표 5개 만점에 3개를 받았습니다.	잘 사용하고 있었는데 폰을 v50으로 바꾼이후 이상현상이 발생합니다. 메인화면에서 중단쯤에 뜨던 최근 시청내역이 자주 안나오고 이게 나오지 않으면 어플내 검색을 눌렀을때 나의무료 등 뜨던 항목도 뜨지않고 드라마 제목을 아예 검색해도 화면이 넘어가지 않습니다. 마이페이지에 들어가도 최근시청내역이 0개로 나와서 앱을 지웠다 다시깔거나 폰을 재부팅해도 같은현상이 지속적으로 발생합니다. (3일에 하루는 못보는정도?) 해결책을 주세요ㅠ 매일같이 사용하는 유저로서 너무 불편합니다ㅠ	1
7685	2019년 2월 26일	별표 5개 만점에 3개를 받았습니다.	기존보다 영화찾는게 더 힘들어짐	1
13566	2019년 3월 9일	별표 5개 만점에 3개를 받았습니다.	좋아요	1
8517	2019년 10월 12일	별표 5개 만점에 5개를 받았습니다.	볼만한게 많아요 굿굿	1
13574	2020년 1월 18일	별표 5개 만점에 5개를 받았습니다.	굳	1
10905	2018년 10월 18일	별표 5개 만점에 5개를 받았습니다.	애니메이션 이 짱이야	1
15991	2018년 8월 19일	별표 5개 만점에 5개를 받았습니다.	앱은 좋긴 좋은제 무료영화 많이 점 늘려주세요 볼 영화가 없어요 ㅡㅡ 자기 전에 영화 2편 보고 자는 사람이에요~@	1
7427	2019년 12월 20일	별표 5개 만점에 2개를 받았습니다.	드라마를 본다면 3화를 빼먹고 못밨음 볼수잇게 끔 해주면 좋겠네요	0
14469	2019년 1월 30일	별표 5개 만점에 5개를 받았습니다.	좋아요	1
6006	2019년 1월 28일	별표 5개 만점에 5개를 받았습니다.	새롭게 바뀌면서 더 보기 편해졌으면 좋겠네요.	1
11036	2019년 12월 25일	별표 5개 만점에 5개를 받았습니다.	너무좋아요	1
6048	2019년 10월 30일	별표 5개 만점에 1개를 받았습니다.	로그인이계속튕겨요 접속이안되오ㅡ	0
8271	2018년 12월 19일	별표 5개 만점에 4개를 받았습니다.	구매목록삭제기능 만들어주세요!!!	1
920	2019년 3월 12일	별표 5개 만점에 1개를 받았습니다.	허허참...전에있던거그냥쓰지 뭔 쓰레기를 디테일하게만드셨나그래 ㅋㅋ 야...재생이랑 인터페이스가 왤캐 무겁게되냨ㅋㅋㅋ환장하귿다진짜..그리고 영화찾을려고 하면은 오른쪽으로 겁니 돌려놔야 전 체화면으로 넘어가는데...휴....그냥 전에걸로 다시돌려놓구 아무것도안해주는게 도움이다..그나마 한번씩 보는게 비디오어플이었는데 귀신같이알고 쓰기 족같이해놓으셨넼ㅋㅋ 답글 복붙하지말고 아무것도하지마시길ㅋㅋㅋ 답글해주셨는데 그냥 관련부서랑 아무것도안해주셨으면 합니다 정중하게부탁드립니다..1달좀넘게지났네요...그냥쓰고있어요..뭐..통신이랑엮이면 어쩔수 없자나요ㅎ근데 이건 체크카드도아니구 12시좀지나면 u+tv로 시청인되는거예요??ㅎㅎ 그전에 안되는거면 이모티콘도없거듬요?? 전에부탁드쳤다싶이 제발 아무것두하지마세요 ㅠㅠ 어제 보던것두못보니 이건무슨 개 같은경으에요 ㅎㅎ아~~마이메뉴에서 이어보라는데 븐명 이어보기라는데 ㅋㅋㅋ그거 어디서찾냐??이!어!보!기!	0
5232	2019년 2월 23일	별표 5개 만점에 5개를 받았습니다.	좀 심플해졌는데 최신영화도 무료로하고 좋네요	1
12023	2020년 4월 30일	별표 5개 만점에 3개를 받았습니다.	굳	1
14035	2019년 2월 4일	별표 5개 만점에 1개를 받았습니다.	변하고나서 뭔 UI가이런 쓰레가됐지?? 기본월정액 나의무료 갈려면 한참 찾아야 하고 거기서 모든거 목록보러면 맨 뒤쪽에서 더보기까지 돌려야하고(목록선택 안됨) 1기2기 같은거 선택도 안돼고 무조건 ???화만 나오는데 이건 UI만든사람이 사용을 해보고 업데이트를 한건지??? UI만든사람 그냥 짜르세요 전에 UI가 훨씬편하고 직관적임 이번건 쓰레기	0
4822	2019년 3월 10일	별표 5개 만점에 1개를 받았습니다.	아니 왜 밑으로 내려가는게 안되는지?? 티비프로그램 볼려면 밑으로 내려서 찾아야하는데 안됨 ㅡㅡ	0
9751	2019년 10월 12일	별표 5개 만점에 3개를 받았습니다.	좋은데 이유가 필요헌가?	1
2583	2019년 3월 2일	별표 5개 만점에 5개를 받았습니다.	UHD3 셋박과 연결이 되어있는데 티비로 재생하는 방법이 어떻게 되나요? 얼마전까지 티비로 재생하는 버튼이 있었던거 같은데 갑자기 없어졌네요 무료영화는 티비로 재생 못하는건가요?	1
12547	2019년 10월 17일	별표 5개 만점에 1개를 받았습니다.	업뎃좀작작..	0
